# Sample Bank onboarding dataset — atm_operations (docs/data_engine/datasets/atm_operations.md).
# One row per (month, atm_id); 44 terminals x 12 reporting months (2025-07 .. 2026-06). Push ONE month per
# batch with as_of_date = that month-end (the per-month files atm_operations_YYYY-MM.csv are the push units).
# Amounts in cedis; cards_issued = new cards issued at the station in the month. Illustrative, not real bank data.
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2026-05-31,ATM-005,Kotoka International Airport,Greater Accra,BR003,41,2470,10,5000,3152,1386265.83,1381894.16,9.2,
2026-05-31,ATM-006,Madina Market,Greater Accra,BR004,83,5442,50,3000,7622,2514558.65,2504462.68,0.1,
2026-05-31,ATM-007,Legon — University of Ghana,Greater Accra,BR005,140,5198,50,2000,8534,2550473.22,2526285.71,3.1,
2026-05-31,ATM-008,East Legon — Lagos Avenue,Greater Accra,BR006,119,2906,10,3000,3246,1244871.74,1234733.94,5.6,
2026-05-31,ATM-009,Spintex Road,Greater Accra,BR007,74,2732,10,2000,3444,1373640.47,1362406.81,7.7,
2026-05-31,ATM-010,Tema Community 1,Greater Accra,BR008,46,5798,20,5000,6622,3313484.09,3269371.10,10.6,
2026-05-31,ATM-011,Tema Harbour,Greater Accra,BR008,88,2760,10,2000,3512,1055012.80,1051179.58,0.0,
2026-05-31,ATM-012,Achimota Retail Centre,Greater Accra,BR009,46,2649,20,3000,3282,1436805.77,1433064.81,11.9,
2026-05-31,ATM-013,Kaneshie Market,Greater Accra,BR010,138,5402,50,2000,6849,3410716.82,3363042.91,8.3,
2026-05-31,ATM-014,Dansoman,Greater Accra,BR011,36,2756,10,3000,3315,1578360.87,1567284.16,6.8,
2026-05-31,ATM-015,Weija,Greater Accra,BR012,35,1178,10,2000,1486,520659.03,516368.82,8.6,
2026-05-31,ATM-016,Kasoa,Central,BR013,92,2264,10,5000,3626,1808996.17,1781890.62,3.8,
2026-05-31,ATM-017,Ridge — Ministries,Greater Accra,BR014,35,2575,20,5000,3299,1563008.87,1554391.84,14.5,
2026-05-31,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,74,5358,10,3000,7032,2211396.76,2190912.33,11.3,
2026-05-31,ATM-019,Kumasi Adum,Ashanti,BR020,140,5527,20,2000,7174,2683728.25,2676502.99,6.6,
2026-05-31,ATM-020,Kumasi Kejetia,Ashanti,BR021,60,5404,20,3000,6789,2870165.08,2845444.72,2.1,
2026-05-31,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,83,5712,20,2000,6966,3444603.50,3417055.98,9.0,
2026-05-31,ATM-022,Kumasi Asafo,Ashanti,BR023,105,2669,50,2000,4065,2069936.08,2044952.88,8.1,
2026-05-31,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,48,2629,20,2000,3838,1526135.32,1516208.47,0.0,
2026-05-31,ATM-024,Kumasi Ahodwo,Ashanti,BR025,54,1153,20,1000,1520,427703.21,425427.06,3.7,
2026-05-31,ATM-025,Obuasi,Ashanti,BR026,43,2668,10,3000,3852,1396366.37,1383188.35,7.6,
2026-05-31,ATM-026,Ejisu,Ashanti,BR027,22,1303,10,2000,1481,681581.71,674523.59,2.5,
2026-05-31,ATM-027,Konongo,Ashanti,BR028,53,1377,20,1000,1696,821311.30,818137.75,11.9,
2026-05-31,ATM-028,Takoradi Market Circle,Western,BR030,104,5664,10,2000,7940,3093675.97,3087047.82,5.7,
2026-05-31,ATM-029,Takoradi Harbour,Western,BR031,112,2437,20,3000,4058,1937825.30,1913842.28,0.9,
2026-05-31,ATM-030,Tarkwa,Western,BR032,41,2631,20,3000,3432,1707755.27,1699546.30,7.7,
2026-05-31,ATM-031,Sekondi,Western,BR033,41,1235,50,1000,1419,668104.39,665084.07,4.2,
2026-05-31,ATM-032,Cape Coast — UCC Campus,Central,BR035,74,2776,50,2000,3933,1527439.37,1515757.77,4.9,
2026-05-31,ATM-033,Cape Coast Kotokuraba,Central,BR036,73,3114,20,3000,4042,1521770.68,1518095.05,1.6,
2026-05-31,ATM-034,Koforidua,Eastern,BR040,36,2713,10,2000,3941,1445179.50,1438126.86,5.7,
2026-05-31,ATM-035,Nkawkaw,Eastern,BR041,27,1228,20,1000,1517,441094.23,435912.50,16.5,
2026-05-31,ATM-036,Akosombo,Eastern,BR042,29,1347,10,2000,1510,467011.35,466386.98,13.8,
2026-05-31,ATM-037,Ho,Volta,BR045,89,2798,10,5000,3181,1397436.43,1377188.96,4.9,
2026-05-31,ATM-038,Aflao Border,Volta,BR046,42,1111,20,1000,1721,562013.51,555815.04,7.1,
2026-05-31,ATM-039,Tamale Central,Northern,BR050,33,2316,50,2000,3712,1166392.92,1160736.73,4.7,
2026-05-31,ATM-040,Tamale — UDS Campus,Northern,BR051,102,2845,10,3000,3148,1212401.21,1205011.48,0.0,
2026-05-31,ATM-041,Sunyani,Bono,BR055,71,2537,10,2000,3358,1178211.38,1166858.66,7.2,
2026-05-31,ATM-042,Techiman Market,Bono East,BR056,32,2716,20,2000,3734,1560321.97,1557684.72,10.1,
2026-05-31,ATM-043,Bolgatanga,Upper East,BR060,39,1365,20,2000,1358,575029.89,572018.54,8.0,
2026-05-31,ATM-044,Wa,Upper West,BR065,56,1093,20,2000,1540,606906.11,606607.24,10.3,
2026-06-30,ATM-001,Head Office — Independence Avenue,Greater Accra,BR001,109,5043,50,2000,7253,2758201.24,2737902.15,0.0,
2026-06-30,ATM-002,Head Office — Independence Avenue (lobby 2),Greater Accra,BR001,146,5533,10,5000,7957,2653448.34,2628136.44,10.4,
2026-06-30,ATM-003,Osu Oxford Street,Greater Accra,BR002,63,5882,20,2000,7301,2628546.63,2617373.04,15.1,
2026-06-30,ATM-004,Accra Mall,Greater Accra,BR003,156,5340,20,5000,7930,2355939.55,2355712.49,13.1,
2026-06-30,ATM-005,Kotoka International Airport,Greater Accra,BR003,61,2627,10,5000,3971,1897112.44,1888699.14,10.7,
2026-06-30,ATM-006,Madina Market,Greater Accra,BR004,78,5626,20,2000,6773,3140112.10,3125538.13,2.9,
2026-06-30,ATM-007,Legon — University of Ghana,Greater Accra,BR005,122,5454,20,2000,6830,2331887.02,2297767.58,5.5,
2026-06-30,ATM-008,East Legon — Lagos Avenue,Greater Accra,BR006,73,3005,50,2000,3305,1007217.33,997501.24,8.6,
2026-06-30,ATM-009,Spintex Road,Greater Accra,BR007,101,2831,50,2000,4103,1791081.65,1787099.05,8.0,
2026-06-30,ATM-010,Tema Community 1,Greater Accra,BR008,101,5847,20,2000,7728,3588855.71,3547267.60,1.2,
2026-06-30,ATM-011,Tema Harbour,Greater Accra,BR008,47,2806,50,5000,3599,1373314.27,1369184.17,6.1,
2026-06-30,ATM-012,Achimota Retail Centre,Greater Accra,BR009,73,2748,20,5000,3325,1688196.76,1670071.47,13.1,
2026-06-30,ATM-013,Kaneshie Market,Greater Accra,BR010,72,5452,50,2000,7937,2523191.23,2514136.64,0.5,
2026-06-30,ATM-014,Dansoman,Greater Accra,BR011,36,2865,20,2000,3136,1599309.92,1582275.14,7.4,
2026-06-30,ATM-015,Weija,Greater Accra,BR012,51,1225,50,2000,1450,602394.08,597550.18,7.2,
2026-06-30,ATM-016,Kasoa,Central,BR013,76,2330,10,3000,3512,1575403.37,1558409.23,9.3,
2026-06-30,ATM-017,Ridge — Ministries,Greater Accra,BR014,84,2673,10,2000,3639,1361543.80,1347587.03,0.0,
2026-06-30,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,165,5583,10,3000,6768,3428088.15,3416293.27,4.7,
2026-06-30,ATM-019,Kumasi Adum,Ashanti,BR020,128,5751,10,2000,6912,2439107.56,2433515.56,6.2,
2026-06-30,ATM-020,Kumasi Kejetia,Ashanti,BR021,100,5650,20,5000,7330,2204929.95,2191964.27,4.5,
2026-06-30,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,135,5807,10,2000,6806,3091592.92,3060553.50,2.1,
2026-06-30,ATM-022,Kumasi Asafo,Ashanti,BR023,73,2829,10,3000,3449,1595145.49,1591369.61,13.8,
2026-06-30,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,110,2659,20,2000,3411,1510644.95,1493591.01,15.0,
2026-06-30,ATM-024,Kumasi Ahodwo,Ashanti,BR025,27,1207,20,2000,1500,650680.57,649370.00,6.2,
2026-06-30,ATM-025,Obuasi,Ashanti,BR026,39,2804,10,5000,3121,964299.58,950699.92,15.1,
2026-06-30,ATM-026,Ejisu,Ashanti,BR027,15,1321,20,1000,1640,628711.39,620286.95,5.4,
2026-06-30,ATM-027,Konongo,Ashanti,BR028,55,1408,10,1000,1350,465833.18,463389.91,7.7,
2026-06-30,ATM-028,Takoradi Market Circle,Western,BR030,123,5733,50,3000,7464,2579349.12,2549159.44,4.1,
2026-06-30,ATM-029,Takoradi Harbour,Western,BR031,117,2589,10,3000,3225,1321994.16,1320835.66,14.3,
2026-06-30,ATM-030,Tarkwa,Western,BR032,67,2749,10,5000,3829,1416295.73,1400932.00,6.7,
2026-06-30,ATM-031,Sekondi,Western,BR033,50,1256,20,1000,1585,806752.26,801249.49,12.1,
2026-06-30,ATM-032,Cape Coast — UCC Campus,Central,BR035,49,2857,10,3000,3510,1609990.79,1592274.49,0.8,
2026-06-30,ATM-033,Cape Coast Kotokuraba,Central,BR036,85,3259,50,2000,3624,1101049.10,1093521.31,3.4,
2026-06-30,ATM-034,Koforidua,Eastern,BR040,94,2808,20,3000,3342,1537046.79,1521274.04,7.8,
2026-06-30,ATM-035,Nkawkaw,Eastern,BR041,37,1252,20,1000,1537,718919.81,711110.19,7.4,
2026-06-30,ATM-036,Akosombo,Eastern,BR042,41,1410,50,1000,1646,633239.42,629722.75,6.6,
2026-06-30,ATM-037,Ho,Volta,BR045,35,2936,20,2000,3690,1651691.63,1646852.52,2.7,
2026-06-30,ATM-038,Aflao Border,Volta,BR046,49,1144,10,1000,1623,669783.03,663391.22,13.4,
2026-06-30,ATM-039,Tamale Central,Northern,BR050,65,2439,20,2000,3881,1542251.48,1533357.21,1.9,
2026-06-30,ATM-040,Tamale — UDS Campus,Northern,BR051,90,2909,10,2000,3986,1618793.48,1613107.30,2.3,
2026-06-30,ATM-041,Sunyani,Bono,BR055,103,2689,50,2000,3264,1338307.12,1320935.00,6.0,
2026-06-30,ATM-042,Techiman Market,Bono East,BR056,54,2892,50,3000,3672,1181038.75,1174052.73,7.4,
2026-06-30,ATM-043,Bolgatanga,Upper East,BR060,31,1407,50,2000,1481,423386.14,421031.34,19.5,
2026-06-30,ATM-044,Wa,Upper West,BR065,37,1128,10,2000,1571,633133.35,630802.68,0.0,
